Item Id,Sentiment,Tweet
640980744521695000,positive,@TonyKegger @briansiviax21 Did you see that Ric Flair will be at Dreamwave on January 2nd?
630955837729538000,negative,"Rick Perry was going to go on Are You Smarter Than a 5th Grader? to win money to continue his campaign, but he's embarrassed himself enough."
630969108826173000,negative,Gotta love the Rick Perry delusion ... God has tricked 'Tricky Ricky'. https://t.co/Q36Zo6pHPj
630988459763630000,neutral,"It appears that Rick Perry, former Governor of Texas, may be the first to drop out of the GOP Presidential race.  Maybe.  Perhaps."
631046890994315000,negative,Looks like the first shoe (or boot) may have dropped ... Rick Perry stops paying all staff as fundraising dries up http://t.co/w4pShn4Wup
631054914660208000,neutral,"@FoxFriendsFirst there he is Rick Perry, will drop out 1st! The 1st drop out will com from 2nd tier."
631062393204817000,neutral,Rick Perry has stopped paying staff &amp; rumors of Rand Paul implosion are everywhere. Are these the 1st 2 out?
631074790325948000,negative,Not Available
631080764982099000,neutral,And it looks like Rick Perry is the 1st GOP domino to fall. http://t.co/zQae1kIpaY
631083854342696000,neutral,@Josh_Kimbrell   What time is the town hall meeting @ Anderson w. Rick Perry tomorrow ?
631093394513629000,neutral,"With Rick Perry's campaign unable to pay staffers, it may be time to think about bowing out or catering exclusively to a big donor."
631113266811535000,negative,"Rest of the children's table is made of wood, except rick perry, who seems to have matured like a college student btw 1st and 2nd semesters"
631125539474948000,negative,Looks like Rick Perry may be the first out in the #GOP race.  He's out of money already!
631126571957526000,negative,Not Available
631142584732114000,negative,Rick Perry may be the first to drop out. Out of money.  http://t.co/zwmnwXbH0J #GOP2016
631211448304275000,negative,I think a big part of Rick Perry's fall is simply that he is not a sitting governor this time around. May be Jeb's downfall too.
631236570918584000,neutral,Why Rick Perry's campaign's financial woes may not mean as much in the age of SuperPACs. https://t.co/tmjA7pECUv
631250425488904000,negative,"Rick Perry may have to drop out of the race, before one vote is cast, because he has run out of money. I have mixed feelings about that."
631284054147493000,negative,"I like Rick Perry. Wish that news was about Graham, Jeb or Christie instead https://t.co/ikEoZP6Nze"
631443056064135000,neutral,So only the independently wealthy?!? Rick Perry's campaign staff is working for free 99. #SkimmLife http://t.co/abrgkGDs7I via @theSkimm
631450098342342000,negative,Rick Perry has stopped paying his campaign staff. Is this a sign he may drop out? #Stop #Sign http://t.co/ogAVz3cHQw http://t.co/6wcMs0clqL
631505740537040000,negative,@foxandfriends @realDonaldTrump -How could anyone (Other than Megyn Kelly) compare Rick Perry with Trump? C'mon. Perry is a joke.
631547008549912000,negative,May be Rick Perry wishes he would have answered question he was asked 5 times in 24 hours on fox what would u do with 11 million illegals?
631547938372583000,negative,Rick Perry said he was the Zar of stopping illegals sat there and glossed himself for 2 months how he could secure the border not 1 idea11 m
631552011897540000,neutral,What if Rick Perry won't drop out of the 2016 race? @jbview http://t.co/fJviESEprq
631558932293656000,positive,"Personally, I like Rick Perry and appreciate what he did for Texas. But as president...dunno. He may start a war by mispronouncing something"
631560895349542000,negative,http://t.co/iUKDKLe5Zu - Rick Perry May Be the First Establishment Casualty of the GOP's Ridiculous 2016 Primary http://t.co/vCJ1eh4nxE
631564061424111000,negative,#bloomberg Rick Perry May Not Have an Exit Strategy - New campaign-finance rules may block the normal winnowing pr... http://t.co/SUY4Dy9VKc
631566440726953000,negative,AMintheAM #GOP2016 - Loser of the Week  Rick Perry : Not paying staff + polling at 1% or less = 1st to drop out? http://t.co/ansGS5wj7G
631584542269181000,negative,@OpposingViews I hear it may only be 15. Rick Perry is having trouble finding a ride to the venue.
631816294602379000,negative,"""Rick Perry May Not Have an Exit Strategy."" I encourage all Perry supporters to read this. Get the story out there.  http://t.co/pF3iCzMaug"
631869558282915000,neutral,Rick Perry may actually just be outsourcing his campaign staff to Super PACs: http://t.co/rO3MaEWIQv
631889459538034000,neutral,"Supporters that are supporting Ted Cruz, Rick Perry, &amp; Sarah Palin &amp; family-should look at the facts that their employer may think your also"
631922868675325000,neutral,Not Available
631979163918864000,positive,@AdamORogers @GovernorPerry @SCGOP Great questions &amp; answers. Those there got to see the 10th Amendment Rick Perry we all love!  #Perry2016
632162719165235000,positive,"@OhWowHmm I'll vote for either Ted Cruz or Rick Perry, whichever one is the 1st to declare their state as the ""Home of 3 First Round Picks"""
632168541114998000,negative,Pundits: Rick Perry's Our Pick as 1st to Quit GOP Race Former Texas Gov. Rick Perry will be the first to drop out... http://t.co/XQiPg7HlNC
632284755958956000,negative,Christie may beat him to it but either way both are out. Insiders: Rick Perry will be first to drop out http://t.co/OOU4003Y5h
632535550042505000,negative,"Rick Perry a certified moron  - he's the real ""cancer"" to use his words - not Trump  http://t.co/iy4goB9xSM via @voxdotcom"
632584733625442000,positive,Rick Perry succeeded with 12th largest economy in the world Texas He will be a successful President for all American http://t.co/9cx5S19nIw
632584825162059000,negative,Rick Perry failed at the City Club of Chicago luncheon today where they turned away thousands of people (Sun Times).
632713738559221000,neutral,Chris Christie or Rick Perry May be the First to Drop Out of Presidential Race: Beginning with Sen. Ted Cruz i... http://t.co/4Vm1Xs0kHo
632819879465218000,negative,"Found FOX NEWS Poll before debate without Rick Perry on it, this maybe why http://t.co/hBCIeCy3fT  Polls rigged? VIP http://t.co/CHiK9Vj7yV"
633147089837424000,negative,@Rick_Perry2016  Check this out.It's 3rd POLL I've found that doesn't have Rick Perry's name on it:http://t.co/BUWxi8Wfma See # VISITS=VOTES
633313021155151000,negative,"No mention of the border Trade of Mexican women impregnated till 9th month,then thrown over USA border to drop another  illegal?Rick Perry?"
633338008918433000,negative,"After raising only a little over $1 million for his campaign by the end of June, Rick Perry has stopped paying campaign staff members,"
633443743165616000,negative,"Scott Walker is getting so desperate, we may just see him borrowing Rick Perry's black frame eyeglasses."
633647867048017000,negative,@iowahawkblog @jpodhoretz I went to Texas A&amp;M but oddly never met Rick Perry.  I think he may have spent that year in Pakistan.
633648878168993000,neutral,Rick Perry tomorrow morning at 8:15a with Robert Rees at The Iowa State Iowa State Fair
633700543492435000,negative,Rick Perry may by a vineyard and retire so he can whine all day.
633759343511363000,negative,Rick Perry is playing along with the fake claim 14th Amendment protects anchor babies..it specifically says not.  https://t.co/WdmBow1slf
633774775542902000,positive,Good for the Des Moines Register and good for Rick Perry.  He will make you all proud. https://t.co/OgBoS2KJvh
633821009691414000,negative,"Clever, but dishonest the way Fox manipulated the polls to get Kasich in the 10th spot, eliminating Rick Perry. https://t.co/sSkybsYuHh"
633827960060014000,positive,Better take another look at Rick Perry.  Best record in the 12th largest world economy. AAA rating. https://t.co/BGcwYhhazc
633869705967591000,negative,@people WHY?? Phil is as simple as that ridiculous state he's from. The boy may as well go have a little chat with rick perry!
634000466108678000,positive,"I hear Rick Perry is gleefully almost beside himself with joy today, as the 1st fully formed human brain nears completion. #Upgrade"
634025917879193000,negative,"Rick Perry needs to stop bragging about governing the ""12th largest economy in the world"" like Texas has its own Federal Reserve System."
634043644832563000,neutral,Why not give Rick Perry a look?  He is a Christian conservative with a proven record of 12th largest economy world. https://t.co/sNlXucsjly
634054903795585000,neutral,Rick Perry drops out of the race &amp; leaves politics. Starts a movie production company meant to rival Marvel Studios. 1st film: Roland Raven.
634386634457264000,negative,Not Available
634516378268119000,negative,.@marklevinshow apparently Rick Perry is an idiot on the 14th Amendment as well. He needs a Levin intervention too. As bad as O'Reilly.
634582110607642000,neutral,".@JenniferJJacobs: Rick Perry: A young 1st term senator put country's economy and foreign policy in the ditch, time for experienced leader."
634836715023106000,neutral,@TomLeb @jrosenbaum As far as I know Rick Perry hasn't tried to illegally bond for a second football stadium while still paying on the 1st 1
635086015103926000,positive,Rick Perry has a great record of solving problems in the 12th largest economy worldwide.  Others have plans only https://t.co/6dMVOp18w0
635126711370272000,positive,"The man with WORKING SOLUTIONS for America! Rick Perry speaks at the National Press Club - July 2, 2015 https://t.co/MYLmBAVCZB via @YouTube"
635152091686699000,neutral,"#Overheard at #Candidate101: ""Did you know that Rick Perry ran out of $ to pay his staff? It's the 1st time he's paid women as much as men!"""
635174440410705000,positive,"""Limited government leads to unlimited opportunity...the Constitution is my owner's manual...10th Amendment."" Gov Rick Perry #dream15"
635228785118347000,neutral,Not Available
635302461620682000,positive,Rick Perry is amazing. His speech was the best hands down. #perry2016 https://t.co/97j8jIe8tE
635317091524960000,positive,LOL. I am quit sure that isn't the future 4 Rick Perry. He is the 1 that will give us back what we lost. We need him https://t.co/oQUc4jLoaH
635511937460146000,positive,Mark your calendar!  August 28 - 8 AM  Come out and meet Gov. Rick Perry!  Dawnbusters with Lexington GOP... http://t.co/gXCzYzzaxH
635972220582522000,positive,"RT: U can't keep him down.. Rick Perry may not have the most money, but has the most Active Grass Roots.. http://t.co/2SRpk22FkA/s/sopK"
636268162774863000,neutral,"Rick Perry may be able to pay his staffers again, but he's still propped up by super PAC billionaires. http://t.co/SeupVkyxJd"
636525799185752000,negative,@_HankRearden I'm not sure that hiring an adviser from Rick Perry's campaign is a wise decision; he may be a GOP plant to derail Trump.
636697201864015000,positive,Former Gov. Rick Perry said Wednesday financial woes won't be the death knell for his second bid for the White House: http://t.co/tKnZUBEiTF
636919800850092000,positive,"@RBPundit I really like Rick Perry,but Rubio is my strong 2nd choice,where can I read about his Immigration policy?"
637053685873246000,neutral,True. Except that Rick Perry has more swagger.  Trump may have had a point when he said Jeb is asleep.  https://t.co/ObX0y7GXx2
637344525808046000,neutral,@BlueWaterDays Rick Perry was appointed by Bush when he became POTUS. 1st reelection was by voter grace 4 a new incumbent.
637576831374372000,neutral,@Republikim1 The fact that he officially endorsed Rick Perry back in June.
637635907160424000,neutral,Hey Trumpkins: Remember that time when the 1st major political figure to recognize AND speak at a rally for Tparty was RICK PERRY in Austin?
637654185387819000,neutral,"@kelliwardaz When it comes to John McCain, Trump is right; Rick Perry is clueless. Nicknamed ""Songbird"" in VietNam. https://t.co/xBalSRhBWl"
637954567020412000,negative,@hale_razor @_Holly_Renee Rick Perry forgetting the 3rd thing was a career ending thing. Higher offense than all Hillary past SMH
639095967120162000,positive,"Nathan, I'm still interested in working for you if a position is available. I know Rick Perry is our best choice. https://t.co/eV4cjwgCoY"
639127327432118000,positive,"Obama gets Iran victory, TABOR gets another black eye, &amp; Rick Perry prepares for the end. http://t.co/NnsWyecpHZ #copolitics #copols #coleg"
639213915885412000,neutral,"I don't have inside dope but, based on grim reports from NH, it may be the end for Rick Perry's campaign. If he goes, I say he backs Kasich"
639228206101434000,neutral,"As I write a check to my nanny, it occurs to me that I may have more money than Rick Perry's campaign."
639459343855960000,neutral,Rick Perry's presidential campaign lost its second co-chair in Iowa on Monday as it continues to hemorrhage staff because of deep
639530270203494000,negative,"Line of the day: ""Rick Perry has the mental aptitude of two dogs in an overcoat"" http://t.co/5r5sDTNzyo"
639611172698787000,positive,In 14 years Gov. Rick Perry's conservative principles madeTX the 12th largest Global economy https://t.co/AmrzDttmq0 http://t.co/JV95TgpdQa
639618101038870000,neutral,#InOtherNews  Rick Perry flatly denied Trump's assertion Thursday that he was bowing out of the race.
639666418162647000,neutral,@LMBigSur Is it a gaffe? Rick Perry may be on military time.
639671940702208000,neutral,"""A broken clock is right once a day""--Rick Perry Thurs on Fox #UniteBlue #tcot #oopsididitagain"
639836926820884000,negative,"@nanjmay6478 I used to really like Rick Perry, just has become so bitter. He may be very sad. He should try to smile http://t.co/pPkwJi5r7C"
639840067171786000,positive,"If Rick Perry does not win the election, he has lost nothing as he is a strong family man, and a true Christian. https://t.co/jfo2HrUnv8"
639851720072294000,negative,@MotherJones @BernieSandersCT Looked like Rick Perry! Let's see what the NJ hypocrite J.Scarborough has to say about this Monday Morning?
639906245474828000,neutral,Smart money says Rick Perry will be the first to call it quits. He may be a winner in Texas but not nationally. http://t.co/UhUe2S2SRJ
640093913273888000,negative,"@SharonLSandoval @realDonaldTrump Bet you haven't donated much to Rick Perry, if at all. He's a loser &amp; someone has to be the 1st to go out."
640302778355548000,neutral,"Rick Perry the 1st time he ran said if we were against $ for illegals we had no heart, he is a blowhard,don't forget https://t.co/8KnNnzzesq"
640308536224776000,positive,"Contrary to what you may have heard in the media, Rick Perry has a loyal, dedicated team that is committed to... http://t.co/IOr3iD1pIc"
641232402598227000,positive,"14yrs Rick Perry ran the 12th largest economy in the WORLD,left with 18bil Surplus 27Mill people &amp; created ALL of the job growth in America!"
641479820606615000,neutral,"Heres your 1st choice Rick Perry the ""conservative"" http://t.co/B17cqFAfQt #NRORevolt  https://t.co/eHCLHMpfEV"
637296081504616000,neutral,Sarah Palin says she'll interview Donald Trump on cable's One America News Network Friday night - https://t.co/TOFkqWJETD #breaking-news
637307138323386000,neutral,"Best part about following Sarah Palin on twitter is, no matter how much you double check, you always think it may be a parody account..."
637323305586925000,neutral,"On the day before the 7th anniversary of John McCain's VP choice, Sarah Palin will interview Donald Trump. Or is... http://t.co/JqgvAARImX"
637336924651261000,negative,Sarah Palin may be the only reporter Donald Trump wants to have on his campaign bus because she asks only questions Trump needs her to ask.
637374348873986000,neutral,Chicago (IL) Sun-Times: Cancel all plans tonight: Sarah Palin is interviewing Donald Trump
637383248226684000,negative,Sarah Palin may be batshit crazy but I'd love to have a threesome with her &amp; Nikki Haley. #milf #cougar_town #LegsDay http://t.co/FogwvmiyaO
637406432753795000,neutral,"Wednesday: Too soon to talk gun control Thursday: Still too soon Friday: Oh Donald Trump and Sarah Palin talking about a wall, let's tune in"
637451800472371000,neutral,Well...  #SNL is hunting for material for October's TV return.  RE:  One America News Networks with Sarah Palin and Donald Trump.
637456987454767000,neutral,"recording that Sarah Palin OAN show when it replay's tomorrow, i'll upload and torrent it for anyone who can't get it"
637476796565319000,neutral,Donald Trump finally showed restraint in a television interview Friday night when he was interviewed by Sarah Palin. http://t.co/VxxjN7Y49U
637512960164761000,negative,The interview with Trump and Sarah Palin hurt my soul. I may have lost brain cells.
637517766627577000,negative,I swear watching that interview just made me wanna throw Sarah Palin and Trump in a rocket to the sun
637523206648147000,neutral,Not Available
637557910139203000,negative,@EmaSlema  Q: What's the difference between Sarah Palin and Donald Trump? A: Lipstick  You may be too young to get that
637627074971353000,negative,"When Sarah Palin and Donald Trump speak for America, I think it may be time for a new revolution."
637651707325841000,negative,Sarah Palin's brain aged like a tub of sour cream left in the sun.
637654451243884000,neutral,Wow. This informercial Sarah Palin did for Donald Trump's campaign is great. They should air it every night at 2am. http://t.co/f9U4x2rnXM
637685251397976000,negative,Sarah Palin being chosen as Donald Trump's running mate or chief promoter may be the last thing that could ever surprise folks!
637688304767500000,negative,"When Sarah Palin met Donald Trump via @guardian  'If this was journalism, it was not as we know it.' http://t.co/4AVynd59ub #WhiteHouse2016"
637739147529027000,neutral,'On Point' with Gov. Sarah Palin &amp; Donald Trump video  Aug 28. #trump2016 #palin #tcot #ccot #foxnews #oann #cnn #abc http://t.co/nnHYXo61zh
637748076594204000,neutral,"On Friday night, former vice presidential candidate Sarah Palin chatted with current GOP presidential candidate... http://t.co/dLiAouFzMv"
637778540759379000,positive,Not Available
637848111214235000,positive,Did you know that 'Sarah Palin' was Trending Topic on Friday 28 for 5 hours in Phoenix? http://t.co/fo1Aq5J2r4 #trndnl
637944190954012000,positive,"August 29, 2015  VIDEO: What Sarah Palin and Donald Trump  Did Last Night Is Exploding Across the Internet http://t.co/w33e8gcu4b"
638152579189489000,neutral,"@Tengrain I would note that SARAH PALIN is happy to call it Denali (""the great one, soaring under the midnight sun"") http://t.co/xGYdoKdga9"
638155625059500000,neutral,"I love that Sarah Palin called Donald Trump ""avant garde."" I like to believe that Trump squints because he sees the truth like a sun."
638215268603461000,negative,"I'd say this makes me think of Sarah Palin's ""I can see Russia"" moment, but that's basically the whole GOP. http://t.co/NQZHF46Pbg"
638316929497886000,negative,Upset Ohioans: Can we name the Rock N Roll Hall of Fame after Sarah Palin and call it even? #denali https://t.co/ENyu2UaTIx
638450291264778000,neutral,I didn't see he had a meeting with Sarah Palin in his schedule. https://t.co/VCdKo1QgxM
638467454377791000,neutral,Not Available
638514104383225000,negative,"C'mon Ohio, Alaska is stuck with Sarah Palin &amp; her clan. Give them the mountain back. #Denali  #inners"
638879132349132000,positive,"""#Denali, the great one soaring under the midnight sun"". Sarah Palin Sunday July 26, 2009 3pm Farewell Speech."
638895394576052000,neutral,"August 28, 2015  'On Point' with Gov. Sarah Palin &amp; Donald Trump  https://t.co/mdvY3Lox4n"
639049337574592000,neutral,@democracynow @GOP Sarah Palin and @HillaryClinton Address the Nation from Saturday Night Live http://t.co/NFYCgznyon #ClimateChange
639461839760396000,positive,@morningmika Your morning show is the one thing on any NBC outlet that is worth watching. May God always bless Sarah Palin and her family!
639892003640209000,negative,"@TheDKEU Hi, I have a sneaking suspicion Barack Obama and Sarah Palin may be part of the DKEU. Can you find out, please?"
639945279211356000,negative,This sounds like when Sarah Palin was interviewed and didn't know the answer.  Claimed she was being set up. https://t.co/5rUrZ6Yb18
639967442328879000,neutral,Attn #Carly Fans: This Sunday mornng CBSFace has Carly Fiorina as does Fox News Media Buzz. Sarah Palin with Jake Tapper on CNN StateofUnion
639969093827842000,neutral,Not Available
640002631541346000,neutral,"You know, ""Mommy"" from The People Under The Stairs may have had been an unintentional parody of Sarah Palin when you get down to it."
640026183275520000,negative,Tina Fey may look like Sarah Palin but she sure as hell has a lot more going on in the brain region #Bossypants http://t.co/tPIb50u0UQ
640278522116837000,negative,Why in God's name would CNN have Sarah Palin on tomorrow? There's no one else from Alaska who can talk about Obama's visit?
640294637278785000,negative,@chicagotribune can u imagine if Sarah palin did this. Rex huppke would be mocking her all day! But a dem says it ... http://t.co/vDk7EZxjXk
640365968535871000,positive,Sarah Palin @jaketapper good talking with you today from Last Frontier! Tune into @CNNsotu to hear our conversation Sunday 9 am12 pm east
640511154809208000,negative,Made my morning coffee and sat down to watch the news...Sarah Palin is on.   What a horrible way to start the day.
640512199014744000,negative,Pls CNN why in a world u bring this idiot Sarah Palin on Sunday great news program state of the Union CNN u really fuck up my Sunday
640518872412626000,negative,Imagine how deprived we'd be without the Sunday morning shows sharing with us the wisdom of Sarah Palin and Dick Cheney. #p2 #topprog
640526445983338000,neutral,"8 Rs &amp; 1 D on the Sunday news show, including Sarah Palin.  ""Liberal media""???? http://t.co/w1XxixMJnJ"
640530992344756000,negative,@CNNSotu @SarahPalinUSA  Sarah Palin may be a stupid cow  -- but she is our stupid cow. We love her
640536744018898000,neutral,@CNNSotu @CNN Dear CNN thank you for advertising Sarah Palin was going to be on your show Sunday morning. I didn't watch. Get wise!
640540228479008000,neutral,Palin eyes Energy secretary job in Trump Cabinet - Former Alaska Gov. Sarah Palin said Sunday she could see hersel... http://t.co/lSpcmZFIn2
640543467542851000,neutral,What a wonderful Sunday. We've already received great insight from the best of the Republican Party (Colin Powell) and worst (Sarah Palin)
640547594549260000,negative,"My gods, Sarah Palin is genuinely crazy, isn't she...  http://t.co/19YKe4lzTr"
640557580675215000,neutral,"9am sun: I hope my neighbors just heard me ask my phone to google ""Sarah Palin's makeup routine"" and then sneeze like a lumberjack 3x"
640559245037993000,negative,@CNN - When you waste Sunday pretending Sarah Palin or her opinions are relevant you just admit that you've given up on being a news source.
640563059161853000,negative,Not Available
640585083758379000,negative,I think Sarah Palin may have a health issue . I had a hyper - active thyroid and I still can't remember all of the odd things I said &amp; did.
640591357669679000,negative,"Watching Sarah Palin telling people to speak ""American"" was the highlight of my Sunday. That was some classic self destruction."
640596060403073000,negative,Why does the media keep giving this brain dead moron air time?  Former Alaska Gov. Sarah Palin said Sunday she... http://t.co/IMWHN4wJ5v
640613361441472000,negative,"Someone may want to let Sarah Palin know that American is a nationality, while English is a language."
640646935485898000,negative,It's possible Sarah Palin may be more of a moron than trump.. They said it was impossible
640648943412490000,negative,"How is sarah Palin still in politics. She was and still is the embarrassment of the Gop, but she may be out done by some douche &amp; his toupee"
640662208465125000,negative,Not Available
640691495775940000,neutral,We need to thank the Left for making Gov. Sarah Palin trend ALL DAY on the Sunday before Labor Day on Twitter. Thanks guys.
640695245429018000,negative,Shouldn't Sarah Palin be putting her  little mind onto maters such as 'who is the baby daddy for my 4th grandbaby??
640702440166281000,neutral,"Sarah Palin Orders Immigrants to ""Speak American"": Speaking with CNN's Jake Tapper Sunday, Palin blasted Spani... http://t.co/jed7IyikKM"
640717115809394000,neutral,'Sarah Palin' appeared on Sunday 6 at the 14th place in the Top20 of Birmingham's Trends: http://t.co/MdAVbFpaI1 #trndnl
640743005939331000,neutral,"Sarah Palin wants Americans to ""speak American"". Unlike her to make a gaffe... http://t.co/qJdEkMlAbN"
640746323520524000,neutral,"Sarah Palin wants immigrants to the US to speak some new language called ""American"". http://t.co/V7YlTYOU3V #US #NotOnion"
640761809968889000,positive,Not Available
640766599172091000,neutral,Sarah Palin announced Sunday night that she will be joining Donald Trump and Ted Cruz at the Stop the Iran... http://t.co/xKxoVtcEyj
640786774533517000,negative,"Some low hanging Monday fruit:  ""Sarah Palin says immigrants to the US should 'speak American'"" http://t.co/aaKybqiLbK"
640793086889754000,negative,"Sarah Palin says US immigrants should speak ""american"", does she mean Navajo or Sioux? http://t.co/SLfVeoMb6C"
640795901733306000,neutral,"WASHINGTON -- In what could be a bid for a post in a future Donald Trump administration, Sarah Palin emerged out of the weeds on Sunday"
640809645305634000,negative,"Sarah Palin got French &amp; Spanish ""all mixed up"" in High School. She would, wouldn't she. http://t.co/PHOgLNQduR."
640815884156710000,negative,Sarah Palin says US immigrants should 'speak American' http://t.co/mQQ4Vk6CVs &lt; Errrr she means English right?
640823599461437000,negative,"@guardian ""Speak American"" that may just sum up how stupid Sarah Palin is. I thought they spoke English in the US or a bastersised version."
640831813582061000,negative,Fantastic! Sarah Palin demands that migrants to USA 'speak American'. Can't make this stuff up. http://t.co/rxPfEubTiW
640845564884578000,negative,Hahaha - Sarah Palin wants immigrants to speak 'American'. They don't make 'em much dumber than her - http://t.co/JEwngB6Udt
640848405590315000,negative,Sarah Palin says immigrants to the US should 'speak American'. Just think: she could have been the Vice President http://t.co/IB1P4umes0
640876806195793000,negative,"Today, Republicans will talk about how much they appreciate workers. Tomorrow they'll work to crush worker rights. #LaborDay sarah palin"
640899655501500000,neutral,Sarah Palin is set to return with an uproarious new stand-up special premiering this Saturday night on HBO https://t.co/DC0bL1E8sm
640910366915043000,negative,"@realDonaldTrump I despise Sarah Palin. You may want her support, but she'll end up sinking you like she did McCain. Proceed cautiously."
640929313005682000,negative,"Saturday Night Live is going to have to find a new actress to play Sarah Palin, she's aged too much for Tina Fey to play her now."
640952814060105000,negative,@amandapalmer methinks one of the things that God dumped may have hit Sarah Palin on her noggin
640969544534769000,neutral,"Sarah Palin tore into ESPN on Thursday night, calling the network ""whimpering"" and ""intolerant"" for suspending baseball analyst Curt"
641025333542670000,neutral,Sounds like a Sarah Palin line that didn't make the cut for being too crass and glib. https://t.co/1hZ5pRxqq4
641044014746079000,neutral,#politics Dark side of the secret ballot?  Donald Trump and Sarah Palin may win big by going nativist  https://t.co/yASAs8BL5R via @TNH_News
641047727380410000,neutral,"When Sarah Palin was tabbed as John McCain's running mate in 2008, the folks at ""Saturday Night Live"" decided ... http://t.co/b6AO4Ix2pt"
641049345262006000,neutral,"Sarah Palin may want us to speak American, but if she is in President Trump's cabinet many of us will be speaking Canadian. Andy Borowitz"
641064723170086000,negative,Sarah Palin came out of a hole to let you know she's still shockingly ignorant http://t.co/VvhBzwGQQv
641071260944990000,negative,"In boxing a 1-2 punch means a potential knock out If George W Bush was the 1st Punch in America's face, we were lucky to escape Sarah Palin"
641101803388452000,negative,How does Sarah Palin stay so tan when she lives in a state that does not see sun 50% of the year?
641104702353108000,negative,"The amount of people on Facebook sharing the Daily Currant article about Sarah Palin is hilarious. (Guys, it's satire. C'mon people.)"
641151175639887000,negative,@MJosephSheppard Never said that the Dems weren't mistake-prone. Sarah Palin is just PATIENT ZERO for THE STUPID. In her defense GBW was 1st
641228106515116000,neutral,"Sarah Palin to join Donald Trump and Ted Cruz at big rally in D.C. on Wednesday, 1:00 PM at the Capitol, to protest Obama's Iran nuke deal!"
641243881791733000,neutral,#NoIranDeal DC Rally tomorrow with @realDonaldTrump @tedcruz &amp;  Sarah Palin  Remember our Hostages #BringThemHome http://t.co/fX6juOe6T5
641289540531949000,negative,Sarah Palin may have some kind of organic brain damage.  She's incoherent and inappropriate most of the time. https://t.co/JNn71bj06z
641290077570772000,negative,"Donald Trump, Sarah Palin, and Ted Cruz are going to be speaking at the Capitol tomorrow and I'll be in class. Damn."
641300961944690000,negative,@daxgyetmhanaak people wholeheartedly believing satire about Sarah Palin is what got her the reputation she has in the 1st place.
639663874535329000,negative,Maybe this judge is on to something..unintended consequences to make SCOTUS listen https://t.co/MnJAX4eKpO
639783358613090000,neutral,"Judge argues that since TN, per SCOTUS, can't determine what a marriage is, then it can't rule in contested divorces. http://t.co/xgocY3pvSF"
639799404963188000,neutral,Not Available
639800231798833000,negative,@Petapup1 @S3nt13ntB31ng @SaculSacul won't  be the 1st time SCOTUS violated the Constitution &amp; won't be the last.
639813619681591000,negative,Not Available
639814702919512000,neutral,@jaxx613 @MGBazemoreJr @JoeC1776 @jsavite And the Constitution says that SCOTUS decides what is constitutional.  We may not agree.
639814785849249000,neutral,@FoxNewsLive  The Law of the land is religious freedom 1st Amendment protects RF not FRF. SCOTUS was wrong. Kate Smith is right
639827780126023000,positive,"@magicalvidyacat Seems fitting that there's a parallel there, and that SCOTUS used 14th Amendment to override the 10th. @Rinaxas"
639840882250747000,neutral,@jteberhard @cherry1779 The ssm isn't the issue here. That was settled by SCOTUS in June. This is about following the law
639842069754724000,neutral,You say it's not a right. SCOTUS says it is. Constitution says we follow SCOTUS. Fucking done! https://t.co/iyANr58fvq
639846074773966000,neutral,".@JTSoutherland What the 14th says or doesn't say is not up to you. The words have meanings. Legally, SCOTUS decides. They have."
639847221429604000,negative,@PoliticalLaughs @kesgardner Besides I don't believe that SCOTUS has the power to overturn state marriage laws per the 10th amendment
639871330884710000,negative,"@Yowan @EyeAmSMF  However, I don't think today's SCOTUS and Fed Govt would interpret the 9th that way.  9th &amp;10th have seemingly disappeared"
639877726342615000,neutral,@LizSchmidt3 SCOTUS determined that to be the 14th amendment's due process clause and equal protection clauses. #Oberfeige #readityourself
639899524287328000,neutral,Anybody asking what law #KimDavis broke needs to sit in on a 5th grade social studies class and learn the role of SCOTUS.
639908441239121000,neutral,"Religious freedom, purposely protected by 1st A., is now trampled by the SCOTUS decision on gay marriage.#ImWithKim http://t.co/uarVbr8BE3"
639920701462417000,neutral,Nope. Look at the SCOTUS rulings on the motto. They call it ceremonial *deism*. It's not reaffirming Christianity. https://t.co/ff8ytcQBK4
639923579715457000,neutral,@aquapub I know I'm stupid but it seems SCOTUS has established marriage as a right via 14th. Kim was denying people who legally qualified.
639942159710359000,neutral,@rogerthatone @FarRightofLeft_ @C0nservativeGal Legally I would say yes if you accept SCOTUS decision And actually to litigate it that's 1st
639955341329887000,negative,The 1st Amendment is being ignored while the new federal right to marriage equality made up by SCOTUS (marriage... http://t.co/qtq3hg7wj1
639971268490489000,neutral,"@JohnHallJr @Pattyf1234 supreme law that SCOTUS uses to interpret the laws made by congress. Even then, congress may overturn SCOTUS."
639976673685962000,negative,And @whytology article 3 gives SCOTUS no legislative powers and the 10th amendment is clear. The 14th sec 5 requires an act of congress.
639996273005715000,neutral,lol do you think SCOTUS just sits there and eats bonbons? They ruled under the 14th AD from an ohio court ruling https://t.co/nZDHe7PHyf
640019777906278000,neutral,"@rbassilian @souperfan2013  Actually there were many laws passed by many people in the states, SCOTUS just ignored the 10th Amendment"
640021067373903000,negative,"@jspoupart @JoeC1776 no. Congress makes laws and the SCOTUS settles disputes. In this case, the 1st Amendment lost."
640050805094117000,neutral,"@pnkust @USSupremeCourt Here, this will explain SCOTUS decision on SS marriage as it applied it to 14th Amend.  http://t.co/WqHlbCq9wS"
